"Name","LastKnownName","UEN","SocietyRegisteredAddress","RegisteredDate"
"Kovan 209 Hawkers Merchant Association","","T13SS0123D","3A KOVAN ROAD, #12-15 , Singapore 544918","2013-07-11"
"Kovan City Merchants' Association","Hougang South Merchants' Association","S86SS0090D","208 Hougang Street 21, #03-221 , Singapore 530208","1986-10-06"
"Kovan Residents' Network","","T24SS0165B","207 HOUGANG STREET 21, PAYA LEBAR KOVAN COMMUNITY CLUB, Singapore 530207","2025-01-02"
"Kowloon Club","","S90SS0099G","10 KAKI BUKIT ROAD 1, #03-24 KB INDUSTRIAL BUILDING, Singapore 416175","1990-04-06"
"Kranji Countryside Association","","T05SS0061D","421 TAGORE INDUSTRIAL AVENUE, #02-19 TAGORE 8, Singapore 787805","2005-01-27"
"Kranji Leng Xian Tuan Tua Pek Gong Temple","Kranji Long Sian Tong Tau Bai Kong Temple","T02SS0082F","1 TAMPINES NORTH DRIVE 1, #08-56 T-SPACE, Singapore 528559","2002-04-08"
"KreatiV OutBox","","T09SS0102C","221 BALESTIER ROAD, #03-05 ROCCA BALESTIER, Singapore 329928","2009-05-13"
"Kreta Ayer Residents' Network","Kreta Ayer Residents' Committee","S81SS0049F","28A Kreta Ayer Road, Singapore 088995","1981-02-27"
"KRETA AYER STAMP SOCIETY","","T11SS0216A","113 COMMONWEALTH CRESCENT, #3-326 CRESCENT GREEN, Singapore 140113","2011-12-13"
"Kreta Ayer-Kim Seng Citizens' Consultative Committee","","S80SS0124B","28A Kreta Ayer Road, Singapore 088995","1980-05-24"
"Kreta Ayer-Kim Seng Residents' Network","","T20SS0087D","28A KRETA AYER ROAD, KRETA AYER COMMUNITY CLUB, Singapore 088995","2020-06-15"
"Krishna Our Guide","","S70SS0005E","220 YISHUN STREET 21, #01-395 YISHUN GARDENS, Singapore 760220","1970-01-19"
"KRSNA SAMARAN SOCIETY","","T17SS0233J","25 SUNGEI KADUT AVENUE, Arsakesri Sivam Temple, Singapore 729679","2017-12-07"
"KRSNA'S FREE MEALS","","T20SS0040A","20 VEERASAMY ROAD, LITTLE INDIA CONSERVATION AREA, Singapore 207327","2020-03-04"
"KRUZER","","T05SS0045L","2A CAMBRIDGE ROAD, #04-04 CAMBRIDGE VILLAGE, Singapore 219679","2005-01-07"
"Kshitigarbha Buddhist Society","","T01SS0036D","70 LOWLAND ROAD, KWAN SIANG TNG BUDDHIST TEMPLE, Singapore 547460","2001-01-27"
"Ksitigarbha Compassion Lodge","Ci Xiu Zang Lin","T04SS0119K","53 LORONG 4 GEYLANG, Singapore 399294","2004-05-19"
"KTS Basketball Club","","T22SS0125E","50 GENTING LANE, #7-1A CIDECO INDUSTRIAL COMPLEX, Singapore 349558","2022-09-28"
"Ku So (Shen Keng Thong) Food and Beverage Association (Singapore)","Ku So Food and Beverage (Shen Keng Thong) Association (Singapore)","S10SS0003F","88 Neil Road, Singapore 088848","1910-09-28"
"Kuah Na Keng Temple Association","","S86SS0046K","9 BEDOK NORTH STREET 5, CHEO LIM CHIN SUN LIAP HUP KENG TEMPLE, Singapore 485875","1986-05-13"
"Kuan Hien Tua","","T22SS0098D","4 RANGOON LANE, Singapore 218500","2022-07-24"
"Kuan Hoon Dian Chinese Temple","","S94SS0114J","11 CHOA CHU KANG STREET 51, Singapore 689334","1994-10-21"
"Kuan Im Tng Temple (Joo Chiat)","","T03SS0021G","62 Tembeling Road, Singapore 423586","2003-02-19"
"Kuan Lian Teng Association","","T08SS0040B","82 Tiong Poh Road, #01-05 , Singapore 160082","2008-03-10"
"Kuan Ti Temple","","S96SS0016J","15 Choa Chu Kang Street 51, Singapore 689336","1996-02-16"
"Kuang Chee Tng Buddhist Association, Singapore","","S61SS0183B","125 Moulmein Road, Singapore 308081","1961-11-01"
"Kudo Federation (Singapore)","","T25SS0131H","18A NORTH CANAL ROAD, #02-01 BOAT QUAY CONSERVATION AREA, Singapore 048830","2025-08-07"
"Kukoh 21 Food Centre","","T09SS0094E","8 JALAN KUKOH, #04-37 JALAN KUKOH RC CENTRE, Singapore 162008","2009-04-23"
"Kum Sin Association","","S75SS0023D","81A Lorong 8 Geylang Road, Singapore 399143","1975-07-03"
"Kum-In Meditation Association","Kum-In Yoga Club","S91SS0049J","531 UPPER CROSS STREET, HONG LIM COMPLEX, Singapore 050531","1991-04-22"
"Kummooyeh Singapore","","T23SS0121D","9 BINJAI PARK, BINJAI PARK, Singapore 589822","2023-11-01"
"Kumpulan Angkatan Muda Sastera","","S88SS0084D","228 CHANGI ROAD, #03-08 ICON@CHANGI, Singapore 419741","1988-01-26"
"Kumpulan Orang Cacat Muslim Singapura","","T10SS0081C","218E Changi Road, #03-06 PKMS BUILDING, Singapore 419737","2010-04-15"
"Kumudra Meditation Center","","T07SS0108B","342 PASIR PANJANG ROAD, #05-05 THE ESTRELLA, Singapore 118676","2007-05-18"
"Kun Hua Wushu & Lion Dance Athletic Association (Singapore)","","T22SS0013F","50 SERANGOON NORTH AVENUE 4, #06-18 FIRST CENTRE, Singapore 555856","2022-01-26"
"KUN TIONG ASSOCIATION","","T20SS0156F","19 LORONG 17 GEYLANG, #01-19 , Singapore 388549","2020-11-02"
"Kung Mern Sern Tau Yen","","S79SS0019F","9 Lorong 29 Geylang, #06-02/07-02, Singapore 388065","1979-05-31"
"Kuo Chuan Presbyterian Schools Alumni, The","","S93SS0145D","10 Bishan Street 13, Kuo Chuan Presbyterian Secondary School, Singapore 579795","1993-12-22"
"Kurash Association of Singapore","","T05SS0081C","18 Jalan Masjid, #02-06 Kembangan Plaza, Singapore 418944","2005-04-29"
"Kurash Federation Singapore","","T17SS0029J","34 BOURNEMOUTH ROAD, Singapore 439680","2017-02-16"
"Kwan Im See","","S94SS0092L","39 Lorong 31 Geylang, Singapore 388035","1994-07-28"
"Kwan Leng Tien Sian Tng","","S95SS0129K","78 Lorong 6 Geylang, Singapore 399230","1995-08-31"
"Kwan Sai Tuah Taoism Association","","T05SS0012H","478 Sims Avenue, Singapore 387550","2005-01-28"
"Kwan San Cheng Mai Tan Clan Association","","S64SS0039K","94A Lorong 27 Geylang, Singapore 388197","1964-04-16"
"Kwan Seng Keng Association Singapore","kun seng keng association, singapore","T19SS0100C","50 GAMBAS CRESCENT, #04-18 PROXIMA@GAMBAS, Singapore 757022","2019-05-31"
"Kwan Siang Tng","","S84SS0002G","70 Lowland Road, Singapore 547460","1984-02-15"
"Kwan Yin Chan Lin Zen Meditation Centre","","T00SS0177F","21 LORONG 25 GEYLANG, KYCL Zen Building, Singapore 388299","2000-09-18"
"Kwang Hua Buddhist Monastery","","S92SS0035C","87 Tampines Link, Singapore 528742","1992-07-09"
"Kwang Tee Temple","","S94SS0023E","561 Yishun Ring Road, #01-01 to 05 (Unit 4), Singapore 768682","1994-08-12"
"Kwangtung Lum's Association, Singapore","","S66SS0038B","10A Lorong 1 Geylang, Singapore 389119","1966-09-15"
"Kwan-In Welfare Society","","S75SS0041L","34 Jalan Eunos, Singapore 419496","1975-06-26"
"Kwok Sing Musical Association","","S36SS0002B","3791 JALAN BUKIT MERAH, #02-01 E-CENTRE @ REDHILL, Singapore 159471","1936-07-03"
"Kwong Clan Association (Suen Seng Tong)","","S49SS0002J","602A Serangoon Road, Singapore 218212","1949-01-12"
"Kwong Wai Siew Li Si She Shut","","S61SS0047H","25 Ann Siang Road, Singapore 069705","1961-12-14"
"Kyrios Creationism","Divine Healer Singapore","T19SS0080H","62 UBI ROAD 1, #07-01 OXLEY BIZHUB 2, Singapore 408734","2019-05-02"
"Kyudo Association (Singapore)","","T20SS0095F","380 JALAN BESAR, #06-02 ARC 380, Singapore 209000","2020-06-24"
"La Fiesta Residents' Network","","T22SS0064E","2 SENGKANG SQUARE, #01-01 SENGKANG COMMUNITY HUB, Singapore 545025","2022-05-13"
"La Leche League (Singapore)","","S98SS0109D","163 Tanglin Road, #03-11 Tanglin Mall, Singapore 124793","1998-08-22"
"Labour Arty","","T18SS0180E","125A WESTWOOD AVENUE, THE WOODS, Singapore 648220","2018-12-03"
"LaCasa-Forestville Residents' Network","","T20SS0057L","120 WOODLANDS AVENUE 1, ACE THE PLACE COMMUNITY CLUB, Singapore 739069","2020-04-15"
"Lacrosse Association (Singapore)","","T12SS0204J","31 OXLEY ROAD, OXLEY NEO RESIDENCES, Singapore 238669","2012-10-18"
"LADA TEXTILE SALVATION ASSOCIATION","","T24SS0033D","8 ADMIRALTY STREET, #06-14 ADMIRAX, Singapore 757438","2024-02-19"
"Ladies Circle (Singapore) 1","","T18SS0004B","16A WEST COAST ROAD, #01-20 THE STELLAR, Singapore 127303","2018-01-08"
"Ladies Tennis Singapore","","T24SS0163K","111 NORTH BRIDGE ROAD, #17-06 PENINSULA PLAZA, Singapore 179098","2024-12-26"
"LadiesFirst","","T17SS0078E","11 KRANJI CRESCENT, WH BUILDING, Singapore 728656","2017-05-04"
"Laguna National Golf and Country Club","","S91SS0092G","11 Laguna Golf Green, Singapore 488047","1991-09-02"
"Laguna Park Residents' Association","HUDC Flat Owners' Association of Laguna Park","S77SS0016H","5000C Marine Parade Road, #01-11 Laguna Park, Singapore 449286","1977-07-15"
"LAHARI ARTS SOCIETY","","T14SS0075B","20 MAXWELL ROAD, #09-04 MAXWELL HOUSE, Singapore 069113","2014-05-20"
"Lai Suar Hiong Yew Friendly Association","","S91SS0062C","21 Chai Chee Road, #01-440 , Singapore 461021","1991-09-09"
"Lakefront Residences Residents' Network","","T23SS0147A","1 YUNG SHENG ROAD, TAMAN JURONG COMMUNITY CLUB, Singapore 618495","2023-12-18"
"Lakelife Residents' Network","","T18SS0173K","1 YUNG SHENG ROAD, #01-01 TAMAN JURONG COMMUNITY CLUB, Singapore 618495","2018-11-19"
"LakeLink Residents' Network","","T21SS0130C","6 JURONG WEST AVENUE 1, JURONG GREEN COMMUNITY CLUB, Singapore 649520","2021-07-22"
"Lakepoint Condominium Residents' Network","","T23SS0131J","1 YUNG SHENG ROAD, TAMAN JURONG COMMUNITY CLUB, Singapore 618495","2023-11-09"
"Lakeshore Residents' Network","","T23SS0011H","6 JURONG WEST AVENUE 1, JURONG GREEN COMMUNITY CLUB, Singapore 649520","2023-01-25"
"Lakeside Family Services","Lakeside Family Centre","S97SS0022B","516 Jurong West Street 52, #01-73 , Singapore 640516","1997-02-28"
"Lal Cares and Mohanlal Fans Association Singapore","","T18SS0186C","66 FLORA DRIVE, #08-59 PARC OLYMPIA, Singapore 506861","2018-12-16"
"Lam Ann Loh Khoe Ng Shi Association","Singapore Lam Ann Lok Khoe Association","S41SS0015F","403B Guillemard Road, Singapore 399795","1941-11-22"
"Lam Hai Kwan Hock Tua","","T05SS0265C","10 UBI CRESCENT, #06-55 UBI TECHPARK LOBBY C, Singapore 408564","2005-11-21"
"Lam Hai Kwan Hock Tua  (Dragon and Lion Troupe)","","T09SS0048H","38 Lorong 25 Geylang, #02-02 SKT Mansions, Singapore 388307","2009-03-04"
"Lam Hai Poh Toh San","Nan Hai Pu Toh San","S85SS0012F","825-B Jalan Limbok, Singapore 549853","1985-04-19"
"LAM LAI TIAN","","T08SS0090E","2 TECK WHYE LANE, CHUA CHU KANG COMBINED TEMPLE, Singapore 688799","2008-05-07"
"Lam Soon Tang Chong Huay (Singapore)","Lam Soon Tang Chong Huay","S32SS0003L","397 Upper Paya Lebar Road, Singapore 534985","1932-04-23"
"Lam Yew Sia","","S37SS0015L","50 LORONG 24A GEYLANG, Singapore 398574","1937-01-06"
"Lamborghini Club Singapore","Lamborghini Club","T07SS0273D","24 LENG KEE ROAD, #01-03 LENG KEE AUTOPOINT, Singapore 159096","2007-11-28"
"Land of Compassion Buddha (Singapore)","","T02SS0028G","27 LORONG BACHOK, #02 , Singapore 387790","2002-03-18"
"Land Transport Authority Staff Club","","S99SS0030C","1 HAMPSHIRE ROAD, LAND TRANSPORT AUTHORITY, Singapore 219428","1999-03-17"
"Landmark Church","","T03SS0166J","1104A Serangoon Road, Singapore 328197","2003-11-03"
"Landmark Community Services","","T19SS0073B","432 SERANGOON ROAD, #02-01  , Singapore 218130","2019-04-17"
"Landscape Industry Association (Singapore)","Landscape Contractors' Association (Singapore)","T01SS0101L","200 BRADDELL ROAD, #01-03 BCA BRADDELL CAMPUS, Singapore 579700","2001-05-11"
"Lanka Lions Cricket Club","","T06SS0282H","7500A BEACH ROAD, #06-320 THE PLAZA, Singapore 199591","2006-10-05"
"Lanting Art Society","","S87SS0114K","333 Kreta Ayer Road, #02-24 , Singapore 080333","1987-12-04"
"Lantro Global Alliance Partners","","T07SS0142B","8 AYER RAJAH CRESCENT, LanTroVision Building, Singapore 139939","2007-05-04"
"LANZHOU UNIVERSITY  ALUMNI ASSOCIATION","","T18SS0195A","188 KENG LEE ROAD, #09-01 ROCHELLE AT NEWTON, Singapore 308414","2018-12-25"
"LAO SHI GONG  TEMPLE","","T12SS0218J","68 LORONG 16 GEYLANG ROAD, #02-05 ASSOCIATION BUILDING, Singapore 398889","2012-11-07"
"Lao Shi Nian Fo Mission","Lao Shi Nien Fo Mission","T03SS0142D","2 JALAN RAJAH, #07-20 GOLDEN WALL FLATTED FACTORY, Singapore 329134","2003-09-27"
"Lao Xiong Di Hu Zhu Hui","","T21SS0096G","1 SOON LEE STREET, #04-64 PIONEER CENTRE, Singapore 627605","2021-05-31"
"Lapis Lazuli Cultural Association","","T22SS0033E","10 WINSTEDT ROAD, #01 -12/13 , Singapore 227977","2022-03-04"
"Laser Tag Sport Association (Singapore)","","T13SS0021K","243 BISHAN STREET 22, #1-274 , Singapore 570243","2013-02-02"
"Latin American Chamber of Commerce (Singapore)","Latin American Chamber of Commerce","T14SS0021D","38 ANDREW ROAD, CALDECOTT HILL ESTATE, Singapore 299955","2014-02-04"
"LATIN DRAGONS","","T21SS0068F","1 LINCOLN ROAD, #09-05 MIRO, Singapore 308365","2021-04-26"
"Lau Clan General Association","","S39SS0001K","32 OPAL CRESCENT, Singapore 328429","1939-06-15"
"Lau Kwan Cheong Chew Ku Seng Wui Kun","","R90SS0004L","24 Lorong 24A Geylang, Singapore 398548","1890-08-03"
"Launderers and Drycleaners Association (Singapore)","","S96SS0073G","482 Tampines Street 43, #01-240 , Singapore 520482","1996-03-13"
"Laundry and Dry-cleaning Association (Singapore)","","T20SS0070E","9 JURONG TOWN HALL ROAD, #04-02 JURONG TOWN HALL, Singapore 609431","2020-05-04"
"Lavender Residents' Network","","T25SS0007L","385 BEACH ROAD, KAMPONG GLAM COMMUNITY CLUB, Singapore 199581","2025-01-23"
"Lawn Bowls Association for the Disabled (Singapore)","","T04SS0110B","3 Stadium Drive, #01-34 , Singapore 397630","2004-04-15"
"Le Regal Merchant Association","","T17SS0182C","340 GEYLANG ROAD, #1-01-27 LE REGAL, Singapore 389365","2017-09-18"
"Le Tao Reading Society","","T08SS0158K","26 Bukit Batok Street 52, #17-05 Gui Lin View, Singapore 659247","2008-07-11"
"Leang San King Temple","","S93SS0042C","55 Lorong Puntong, Off Upper Thomson Road, Singapore 576442","1993-05-03"
"Learning and Performance Network","American Society for Training and Development Global Network Singapore","T07SS0222E","865 MOUNTBATTEN ROAD, #02-81F KATONG SHOPPING CENTRE, Singapore 437844","2007-11-27"
"Learning Club, The","","T03SS0038F","144 Upper Bukit Timah Road, #B1-05 , Singapore 588177","2003-01-07"
"Lee Ngo San's First Ancestor Clan Association (Singapore)","","T04SS0025G","20 BUKIT BATOK CRESCENT, #03-09 ENTERPRISE CENTRE, Singapore 658080","2004-03-16"
"Legion of Frontiersmen (Far East Command)","","T18SS0035B","2 CLEMENTI LOOP, #03-02 LOGIS HUB @ CLEMENTI, Singapore 129809","2018-03-04"
"Legion of Mary (Nanyang Polytechnic)","","S97SS0024E","180 Ang Mo Kio Avenue 8, Nanyang Polytechnic, Singapore 569830","1997-01-13"
"Legion of Mary, The","","S61SS0184J"," 2 Highland Road, #3-10 Catholic Archdiocesan Education Centre, Singapore 549102","1961-08-10"
"Lei Sheng Athletic Association","","T23SS0100J","5022 ANG MO KIO INDUSTRIAL PARK 2, #3-27 , Singapore 569525","2023-09-12"
"Lei Zang Si (Singapore)","","S93SS0079A","29 Lorong 19 Geylang, Singapore 388500","1993-06-19"
"Leisure Hiking Association","","T21SS0073J","514A GEYLANG ROAD, ATRIUM RESIDENCES, Singapore 389470","2021-04-29"
"LEISURE INDUSTRY ASSOCIATION","","T09SS0096H","21 North Canal Road, Singapore 048833","2009-04-20"
"Lejia Society","","T06SS0031E","79 Robinson Road, #23-05 CPF Building, Singapore 068897","2006-03-07"
"Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board)","","S66SS0027A","448 Changi Road, #04-01 Wisma Indah, Singapore 419975","1966-02-17"
"Lembaga Khairat Muslimin Polis Repablik Singapura","","S62SS0054H","28 IRRAWADDY ROAD, #15 NEW PHOENIX PARK, Singapore 329560","1962-11-14"
"Leng Ern Jee (Temple) Singapore","","S68SS0025H","15 Jalan Rajah, Singapore 329136","1968-08-02"
"Leng Foong Prajna Temple","Leng Foong Prajina Temple","T00SS0004C","28 Lengkong Dua, Singapore 417705","2000-03-11"
"Leng Hok San Hian Leng Temple Tian Se Tao Chiao","","S85SS0027B","27 WOODLANDS INDUSTRIAL PARK E1, #02-08 HIANGKIE INDUSTRIAL BUILDING, Singapore 757718","1985-07-29"
"Leng Hup San Chee Chea Temple","Leng Hup San Temple","S84SS0022F"," Teck Whye Lane, Lot 1184 PT (Temple Site), Singapore 688800","1984-11-14"
"Leng Kwang Baptist Church","","S64SS0021D","365 Bukit Timah Road, Singapore 259726","1964-06-16"
"Leng San Giam","","T06SS0032A","791 ANG MO KIO AVENUE 1, CHIN LENG KENG CHINESE TEMPLE, Singapore 569974","2006-04-05"
"Leng Tian Keng Association","","S85SS0032E","489 Serangoon North Avenue 1, Singapore 555891","1985-04-08"
"Lengkong Tiga Residents' Network","Lengkong Tiga Residents' Committee","S90SS0123J","109 LENGKONG TIGA, #01-273 KEMBANGAN GARDENS, Singapore 410109","1990-09-04"
"Lentor Residents' Network","","T24SS0057J","50 ANG MO KIO STREET 61, YIO CHU KANG COMMUNITY CLUB, Singapore 569163","2024-04-11"
"LEO CIVITATEM COURT NO. 148","","T21SS0017G","23A COLEMAN STREET, MASONIC HALL, Singapore 179806","2021-01-27"
"Leong Fun Chin Education Foundation","","T02SS0089L","6 BOON LAY AVENUE, River Valley High School, Singapore 649961","2002-06-25"
"Leong Hwa Monastery","Leong Hwa Chan Si Temple","S95SS0035G","67 Shrewsbury Road, Singapore 307834","1995-02-22"
"Leong Nam Temple","","S91SS0007H","70 SENGKANG WEST AVENUE, #01-01 , Singapore 797651","1991-10-30"
"Leong San See Hock Ean Liam Hood Hoay","","S61SS0103F","371 Race Course Road, Singapore 218641","1961-08-22"
"Leong San Tong","","T05SS0153D","180 PAYA LEBAR ROAD, #10-01 YI GUANG BUILDING, Singapore 409032","2005-08-31"
"LEONG WAN GIAM TEMPLE ASSOCIATION","","T12SS0238H","521 GEYLANG ROAD, #02-01 GEYLANG CONSERVATION AREA, Singapore 389477","2012-12-17"
"Leong's Clan General Association, Singapore","","S50SS0002L","33B Keong Saik Road, Singapore 089140","1950-05-10"
"Leukemia and Lymphoma Foundation","","T02SS0150A","10 SINARAN DRIVE, #10-20 SQUARE 2 Novena Medical Centre, Singapore 307506","2002-09-13"
"Level Up Gaming Society","","T10SS0053B","170 UPPER BUKIT TIMAH ROAD, #02-63 BUKIT TIMAH SHOPPING CENTRE, Singapore 588179","2010-03-10"
"Li Cheng Society, The","","S47SS0016K","57 Chun Tin Road, Singapore 599631","1947-07-28"
"LI DE SHU ZHAI","","T08SS0171D","78 LORONG AH SOO, Singapore 531702","2008-09-02"
"Li Jiang Temple","","T19SS0188L","68 SING AVENUE, Singapore 217915","2019-08-27"
"Li Teck Chuan Cin Tong","","S71SS0041B","8 Lorong 102 Changi, Singapore 426603","1971-07-30"
"Lian Bin Sia","","S39SS0006A","43 Lorong 6 Geylang, Singapore 399198","1939-06-03"
"Lian Ghee Dragon & Lion Dance Association (Singapore)","","T09SS0205D","705 SIMS DRIVE, #05-03C SHUN LI INDUSTRIAL COMPLEX, Singapore 387384","2009-09-29"
"Lian Gong Shi Ba Fa Society (Singapore)","","T03SS0099K","123 LORONG 1 TOA PAYOH, #01-519 TOA PAYOH VIEW, Singapore 310123","2003-07-04"
"LIAN HE GONG","","T09SS0238G","68 SUNGEI KADUT STREET 1, #01-56 SUNGEI KADUT INDUSTRIAL ESTATE, Singapore 729370","2009-11-13"
"LIAN HOE ATHLETIC ASSOCIATION","","T16SS0186D","529 ANG MO KIO AVENUE 10, #02-2337 CHENG SAN CENTRE, Singapore 560529","2016-10-17"
"Lian Huay Temple","","S85SS0078A","99 Sector B, Sin Ming Industrial Estate, Singapore 575660","1985-12-06"
"Lian Hup Sia Association of Singapore","","T16SS0206K","1 DEFU LANE 10, #02-547 , Singapore 539182","2016-11-21"
"Lian Hup Tua","","T03SS0188L","1 Bukit Batok Crescent, #03-49 WCEGA Plaza, Singapore 658064","2003-12-03"
"LIAN KUAN KONG","","T21SS0011J","1 BUKIT BATOK CRESCENT, #09-12 WCEGA PLAZA, Singapore 658064","2021-01-22"
"Lian Shan Shuang Lin Monastery","Lian Shan Shuang Lin Si","S91SS0035J","184 Jalan Toa Payoh, Singapore 319944","1991-05-24"
"LIAN SHAN TIEN LENG TAN","","T16SS0187L","280 WOODLANDS INDUSTRIAL PARK E5, #03-26 HARVEST @ WOODLANDS, Singapore 757322","2016-10-18"
"LIAN SHENG TAN","","T10SS0038E","21 TOH GUAN ROAD EAST, #07-19 TOH GUAN CENTRE, Singapore 608609","2010-02-19"
"LIAN SHENG TANG WELFARE ASSOCIATION","","T11SS0024K","32 BEDOK RESERVOIR ROAD, Singapore 479231","2014-08-21"
"Lian Wah Library, The","","S47SS0030L","609-A Bukit Timah Road, Singapore 269711","1947-09-10"
